Code Value,Language,Endangerment Level,Number of Speakers,Region,Latitude,Longitude
bny,Bintulu,Vulnerable ,,Southeast Asia,,
biy,Birhor,Threatened ,2000,South Asia,21.7594,85.935
"bzr, xgi",Biri,Awakening ,,Australia,-28.478349,115.462875
bqq,Biritai,Endangered ,250,Southeast Asia,-2.92, 137.68
bvq,Birri,Endangered ,200,Africa,5.5,25.1666666667
brl,Birwa,Vulnerable ,,Africa,,
ije,Biseni,Threatened ,4800,Africa,,
bpy,Bishnupuriya,Vulnerable ,,South Asia;Southeast Asia,24.297,92.4499
bwh,Bishuo,Critically Endangered ,1,Africa,6.9032,10.0991
bnw,Bisis,Endangered ,395,Pacific,-4.46, 143.06
"bir, bic",Bisorio,Endangered ,200,Pacific,-4.78, 143.21
bzi,Bisu,Threatened ,2740,Southeast Asia;East Asia,19.75,100.0
bgk,Bit,Severely Endangered ,1000,Southeast Asia;East Asia,21.1254,101.4697
bwm,Biwat,Threatened ,1642,Pacific,-4.39, 143.87
blp,Blablanga,Threatened ,,Pacific,-8.206,159.4638
bla,Blackfoot,Endangered ,3300,North America,48.5699,-113.0918
beu,Blagar,Threatened ,10000,Southeast Asia,-8.302799, 124.343837
bpw,Bo,Severely Endangered ,76,Pacific,-4.297861099, 141.5878754
bzn,"Boano (Maluku, Indonesia)",Threatened ,3240,Southeast Asia,-2.96, 127.95
bzl,"Boano (Sulawesi, Indonesia)",Threatened ,2350,Southeast Asia,,
bgb,Bobongko,Threatened ,1500,Southeast Asia,,
sab,Bocotá,Threatened ,3251,"Mexico, Central America, Caribbean",8.5,-81.25
mym-bod,Bodi,Threatened ,4570,Africa,6.402267,36.005147
boy,Bodo,Severely Endangered ,15,Africa,,
boq,Bogaya,Endangered ,300,Pacific,-5.54, 142.25
bqu,Boguru,Endangered ,500,Africa,4.3902,29.2016
"bhn, hrt",Bohtan Neo-Aramaic,Severely Endangered ,500,Caucasus;Europe;East Asia,41.5579,45.0219
bzf,Boiken,Vulnerable ,35204,Pacific,-3.25, 143.25
adi-bok,Bokar,Threatened ,3500,South Asia;East Asia,28.8735, 94.3807
bnp,Bola,Vulnerable ,13700,Pacific,-5.445211,150.028967
quh,Bolivian Quechua,At risk ,2300000,South America,-20.92, -66.33
bvl,Bolivian Sign Language,Threatened ,,South America,,
blv,Bolo,Threatened ,2630,Africa,-10.5526,14.9633
bkt,Boloki,Threatened ,4200,Africa,0.051498, 18.253733
bzm,Bolondo,Threatened ,3000,Africa,,
ply,Bolyu,Severely Endangered ,,East Asia,24.4871,105.216
bmf,Bom,Critically Endangered ,afewhundred,Africa,7.3188,-11.9915
bml,Bomboli,Threatened ,2500,Africa,1.984789,18.515156
glc,Bon Gula,Threatened ,,Africa,,
bou,Bondei,Vulnerable ,80000,Africa,,
dbu,Bondu So,Vulnerable ,24700,Africa,14.91, -3.33
bna,Bonerate ,Threatened ,,Southeast Asia,-7.322884, 121.099350
bnv,Bonerif,Endangered ,200,Southeast Asia,-2.1088,139.2352
bpg,Bonggo,Severely Endangered ,432,Southeast Asia,-2.2461,139.5208
bot,Bongo,Vulnerable ,10100,Africa,7.5,28.5
bok,Bonjo,Endangered ,2000,Africa,1.7712,17.9598
bop,Bonkiman,Endangered ,180,Pacific,-5.880937099,146.7801666
bnl,Boon,Severely Endangered ,59,Africa,0.151042,42.901089
0hq,Boonwurrung,Awakening ,,Australia,-38.44632223,145.8369926
bvf,Boor,Severely Endangered ,100,Africa,10.2149,17.3721
boa,Bora,Severely Endangered ,2000,South America,-2.16666666667,-72.3333333333
gai,Borei,Threatened ,1202,Pacific,-4.09, 144.72
adi-bor,Bori,Threatened ,2000,South Asia,28.9889, 94.4439
bwo,Boró,Threatened ,,Africa,10.4166666667,36.1666666667
bor,Bororo,Endangered ,,South America,-16.0,-57.0
brn,Boruca,Awakening ,,"Mexico, Central America, Caribbean",8.83333333333,-83.25
bwf,Boselewa,Endangered ,250,Pacific,-9.449,150.661
bqs,Bosmun,Endangered ,1768,Pacific,-4.16, 144.65
bmj,Bote-Majhi,Vulnerable ,24664,South Asia,27.9208,83.5082
bph,Botlikh,Threatened ,5500,Caucasus;Europe;East Asia,42.6602, 46.2222
zaz-bot,Boto,Endangered ,,Africa,9.733333, 9.233333
mvt,Botovro,Endangered ,430,Pacific,-15.906508,167.228089
aof,Bragat,Endangered ,355,Pacific,-3.49, 142.50
brq,Breri,Endangered ,720,Pacific,-4.73, 144.71
bre,Breton,At risk ,206000,Europe,48.0,-3.0
bzd,Bribri,Threatened ,7475,"Mexico, Central America, Caribbean",9.41666666667,-83.0
1ku,Bribri Sign Language,Endangered ,,"Mexico, Central America, Caribbean",9.40, -83.05
bro,Brokkat,Endangered ,300,South Asia,27.5618,90.6152
sgt,Brokpake,Threatened ,5000,South Asia,27.3766,91.9981
bkk,Brokskat,Threatened ,3000,South Asia,35.3333333333,76.5
1kv,Brunca Sign Language,Endangered ,808,"Mexico, Central America, Caribbean",8.83333333333,-83.25
jid,Bu,Threatened ,,Africa,9.010046, 8.607016
xbg,Buandig,Awakening ,,Australia,-37.53325,140.745717
bbx,Bubia,Severely Endangered ,600,Africa,4.0204,9.2037
btp,Budibud,Endangered ,120,Pacific,-9.2973,153.6891
bdx,Budong-Budong,Severely Endangered ,70,Southeast Asia,-2.0601,119.3074
bdk,Budukh,Threatened ,,Caucasus,41.1666666667,48.4166666667
bdm,Buduma,Vulnerable ,54800,Africa,13.5,14.5
bbh,Bugan,Vulnerable ,,East Asia,24.045941, 105.054981
buk,Bugawac,Threatened ,9690,Pacific,-6.728658199,147.3600464
bgg,Bugun,Threatened ,1700,South Asia,27.2546,92.5323
bhh,Bukhori,At risk ,110000,Near East,39.8043,64.4224
ape,Bukiyip,Endangered ,12000,Pacific,-3.46666666667,143.166666667
bmp,Bulgebi,Severely Endangered ,50,Pacific,-5.7485,146.4532
,Buli,Endangered ,,Africa,10.233333, 9.783333
sti,Bulo Stieng,Threatened ,,Southeast Asia,11.8333333333,106.75
bjl,Bulu,Endangered ,910,Pacific,-5.052719,150.092506
bvp,Bumang,Threatened ,,East Asia,,
aon,Bumbita,Endangered ,2353,Pacific,-3.6449, 142.8002
buv,Bun,Endangered ,194,Pacific,-4.52, 143.89
bvn,Buna,Threatened ,1259,Pacific,,
bfn,Bunak,Vulnerable ,100000,Southeast Asia;Pacific,-9.14,125.22
bqd,Bung,Dormant ,NoknownL1speakers,Africa,6.5718,11.8267
but,Bungain,Threatened ,2451,Pacific,-3.70, 143.80
dgb,Bunoge,Threatened ,1000,Africa,14.650026, -3.795884
bck,Bunuba,Critically Endangered ,,Australia,-17.69419801,125.5950823
,Bura,Endangered ,300,Pacific,-15.403194,166.675312
bvr,Burarra,Endangered ,400,Australia,-12.02334685,134.7195148
bti,Burate,Endangered ,100,Southeast Asia,-2.7811,135.9915
bvh,Bure,Critically Endangered ,,Africa,10.517012, 10.333315
hrv-bur,Burgenland Croatian,Threatened ,28000,Europe,47.8435,16.5179
bji,Burji,Vulnerable ,46100,Africa,5.5,37.8333333333
vrt,Burmbar,Endangered ,900,Pacific,-16.42, 167.73
bzu,Burmeso,Endangered ,250,Southeast Asia,-2.48, 138.20
bry,Burui,Endangered ,,Pacific,-4.04, 143.01
aip,Burumakok,Severely Endangered ,40,Southeast Asia,-5.12, 140.03
bds,Burunge,Endangered ,Afewhundred,Africa,-5.33333333333,36.0
bsk,Burushaski,Threatened ,100300,South Asia,36.3294753, 74.6605365
bhf,Busa,Endangered ,240,Pacific,-3.86, 141.42
bso,Buso,Severely Endangered ,40,Africa,,
bup,Busoa,Threatened ,2300,Southeast Asia,-5.5722,122.6074
dox,Bussa,Threatened ,,Africa,5.7225,37.1406
bju,Busuu,Critically Endangered ,8,Africa,6.8282,10.1087
bnr,Butmas-Tur,Endangered ,520,Pacific,-15.338309,167.106526
8uu,Buu (Cameroon),Endangered ,100,Africa,6.564650, 10.255150
gji-zar,Buu (Nigeria),Severely Endangered ,,Africa,9.570000, 10.280000
jiy,Buyuan Jinuo,Endangered ,,East Asia,22.0,101.0
bwa,Bwatoo,Endangered ,300,Pacific,-21.039, 164.697
bwz,Bwisi,Threatened ,4250,Africa,-3.5572,11.4477
bee,Byangsi,Threatened ,,South Asia,30.1666666667,80.5
cra,C'ara,Threatened ,6932,Africa,6.479,36.3647
msq,Caac,Endangered ,890,Pacific,-21.5,165.5
cjp,Cabécar,Threatened ,8441,"Mexico, Central America, Caribbean",9.75,-83.4166666667
cbb,Cabiyarí,Endangered ,311,South America,.1208,-71.1474
cad,Caddo,Critically Endangered ,25,North America,35.0985,-98.2603
cah,Cahuarano,Dormant ,NoknownL1speakers,South America,-3.728803,-73.920783
chl,Cahuilla,Critically Endangered ,6,North America,33.5404,-116.7436
qvc,Cajamarca Quechua,Threatened ,30000,South America,,
abd,Camarines Norte Agta,Vulnerable ,,Southeast Asia,,
4rr,Cambodian Sign Language,Endangered ,1500,Southeast Asia,11.558, 104.917
rab,Camling,Vulnerable ,30000,South Asia,27.0,86.6666666667
sro,Campidanese Sardinian,Vulnerable ,500000,Europe,40.0,9.0
kbh,Camsá,Threatened ,4773,South America,1.16666666667,-77.0
cbu,Candoshi,Threatened ,1586,South America,-4.16666666667,-77.0
ram,Canela,Threatened ,2502,South America,-7.0,-45.0
caz,Canichana,Dormant ,NoknownL1speakers,South America,-14.5835,-64.9731
cpg,Cappadocian Greek,Endangered ,,Europe,38.048,32.6953
cot,Caquinte,Endangered ,500,South America,-11.146,-73.4765
caq,Car Nicobarese,Vulnerable ,37000,South Asia,8.2549,93.1022
cfd,Cara,Threatened ,3000,Africa,10.103839, 12.652185
cby,Carabayo,,Uncertain,South America,-1.6666,-70.3333
cbc,Carapana,Endangered ,527,South America,0.833333333333,-70.75
cbd,Carijona,Critically Endangered ,10,South America,1.0,-72.0
cal,Carolinian,Threatened ,3100,Pacific,15.2,145.75
rmc,Carpathian Romani,At risk ,472470,Europe;Caucasus;East Asia,46.3165,22.3681
cbr,Cashibo,Threatened ,2191,South America,-8.5,-75.5
cbs,Cashinahua,Threatened ,5253,South America,-10.5,-71.8333333333
dgc,Casiguran Dumagat Agta,Threatened ,,Southeast Asia,16.227, 122.063
csc,Catalan Sign Language,Vulnerable ,18000,Europe,41.38711263243966, 2.176666259765625
,Catamarca and La Rioja Quechua,Dormant ,0,South America,,
chc,Catawba,Awakening ,,North America,35.5,-80.5
cav,Cavineña,Endangered ,600,South America,-12.3829,-66.7419
cay,Cayuga,Severely Endangered ,,North America,43.019,-80.1506
cyb,Cayuvava,Dormant ,Noknownspeakers,South America,-12.7903,-65.3247
esu,Central Alaskan Yup'ik,Threatened ,10400,North America,61.4387,-160.4882
"mks, mxa",Central Baja Mixtec,Vulnerable ,24130,"Mexico, Central America, Caribbean",17.77, -98.08
agt,Central Cagayan Agta,Endangered ,780,Southeast Asia,17.9666666667,121.833333333
"cuc, cvn, csa, cle, cpa",Central Chinantec,Vulnerable ,34852,"Mexico, Central America, Caribbean",17.949463,-96.167328
0xp,Central Jewish Neo-Aramaic,Critically Endangered ,,Near East,,
ywt,Central Lalo,Vulnerable ,300000,East Asia,25.0,100.25
cmo,Central Mnong,Vulnerable ,52500,Southeast Asia,12.5525,107.3011
ncb,Central Nicobarese,Vulnerable ,10100,South Asia,8.05,93.5
poo,Central Pomo,Dormant ,NoknownL1speakers,North America,38.9704,-123.6893
1op,Central Selkup,Critically Endangered ,2,Caucasus;Europe;East Asia,59.8903,82.0129
ess,Central Siberian Yupik,Threatened ,1300,Caucasus;Europe;North America;East Asia,63.7444,-171.7242
tgt,Central Tagbanwa,Endangered ,Fewerthan1000,Southeast Asia,10.760, 119.333
cet,Centúúm,Critically Endangered ,,Africa,9.889040, 11.751045
caa,Ch'orti',Threatened ,9105,"Mexico, Central America, Caribbean",14.8333333333, -89.25
cbi,Cha'palaa,Threatened ,9393,South America,0.666666666667,-79.0
,Chaari,Endangered ,,Africa,10.05, 9.283333
quk,Chachapoyas Quechua,Threatened ,7000,South America,-6.197247, -77.830093
cao,Chácobo,Vulnerable ,,South America,-11.3454,-65.8135
"ciy, cuo",Chaima,Endangered ,112,South America,8.4941,-64.0942
cli,Chakali,Threatened ,,Africa,,
cll,Chala,Threatened ,3000,Africa,,
tgf,Chalikha,Threatened ,1000,South Asia,27.301,91.2991
ceg,Chamacoco,Threatened ,,South America,-20.59, -58.20
cji,Chamalal,Threatened ,4000,Caucasus;Europe;East Asia,42.55,46.05
cdh,Chambeali,At risk ,129654,South Asia,32.9072,76.5307
can,Chambri,Threatened ,1050,Pacific,-4.28, 143.10
ccc,Chamicuro,Critically Endangered ,8,South America,-5.5285,-75.5969
cha,Chamorro,Vulnerable ,92700,Pacific,13.45,144.75
cga,Changriwa,Endangered ,498,Pacific,-4.28, 143.70
chx,Chantyal,Threatened ,,South Asia,28.5833333333,83.4166666667
1iu,Chatong,Endangered ,580,Southeast Asia,15.65, 107.1166
cdn,Chaudangsi,Endangered ,3500,South Asia,29.70, 80.48
crv,Chaura,Threatened ,2020,South Asia,7.9504,93.576
cbt,Chayahuita,Vulnerable ,14000,South America,-5.5,-77.0
cjn,Chenapian,Endangered ,180,Pacific,-4.273582935,142.2684479
cnu,Chenoua,Vulnerable ,76300,Africa,36.5703,2.2892
cdm,Chepang,Vulnerable ,25097,South Asia,27.6666666667,84.75
ycp,Chepya,Threatened ,2000,Southeast Asia,21.3833,101.8166
ych,Chesu,Endangered ,,East Asia,24.4211, 102.0459
cwg,Chewong,Severely Endangered ,400,Southeast Asia,3.6271,102.1907
chy,Cheyenne,Endangered ,2100,North America,45.5495,-106.5263
ctn,Chhintange,Threatened ,3500,South Asia,26.9367,87.1991
cur,Chhulung,Endangered ,1314,South Asia,26.9483,87.2527
cip,Chiapanec,Dormant ,Noknownspeakers,"Mexico, Central America, Caribbean",16.192264,-92.795103
pei,Chichimeca-Jonaz,Threatened ,1582,"Mexico, Central America, Caribbean",21.6666666667,-100.5
cic,Chickasaw,Endangered ,,North America,34.6,-96.8161
csg,Chilean Sign Language,Vulnerable ,21000,South America,-32.78,-70.67
clh,Chilisso,Threatened ,2000,South Asia,35.280275,  73.295122
cbg,Chimila,Endangered ,900,South America,10.0,-74.0
afi,Chini,Severely Endangered ,75,Pacific,-4.855899811, 144.7736969
chn,Chinook Wawa,Critically Endangered ,afew,North America,45.0591,-123.6091
cap,Chipaya,Threatened ,1625,South America,-19.2074,-68.2031
chp,Chipewyan,Threatened ,2235,North America,56.4807,-109.4127
"qva, qvh, qvm",Chiquian-Bolognesi Quechua,Vulnerable ,245800,South America,,
maq,Chiquihuitlán Mazatec,Threatened ,1502,"Mexico, Central America, Caribbean",17.75,-96.9166666667
2df,Chiquimulilla Xinka,Awakening ,,"Mexico, Central America, Caribbean",14.085020," -90.380464
"
cax,Chiquitano,Threatened ,4665,South America,-16.7, -61.4
,Chiriqui Sign Language,Threatened ,,"Mexico, Central America, Caribbean",8.409086, -82.429146
cdf,Chiru,Threatened ,7000,South Asia,24.636, 93.718
ctm,Chitimacha,Awakening ,,North America,29.6666666667,-91.0
iow,Chiwere,Awakening ,,North America,40.5,-96.0
zpc,Choapan,Vulnerable ,12000,"Mexico, Central America, Caribbean",17.44, -95.87
cgk,Chocangacakha,Vulnerable ,20000,South Asia,27.4107,91.2277
coz,Chocho,Vulnerable ,12554,"Mexico, Central America, Caribbean",17.6666666667,-97.4166666667
cho,Choctaw,Vulnerable ,9000,North America,31.6822,-92.1252
nri,Chokri Naga,Vulnerable ,Upto20000,South Asia,25.6666666667,94.5
"cti, ctu",Chol,At risk ,128240,"Mexico, Central America, Caribbean",17.49, -92.47
cog,Chong,Severely Endangered ,,Southeast Asia,12.9506,102.0374
cda,Choni,At risk ,154000,East Asia,34.5947,103.5653
chf,Chontal de Tabasco,Vulnerable ,36267,"Mexico, Central America, Caribbean",18.1666666667,-92.5833333333
cfm-cho,Chorei,Severely Endangered ,,South Asia,25, 93
"crq, crt",Chorote,Threatened ,2057,South America,-24.287, -60.3808
crw,Chrau,Vulnerable ,15000,Southeast Asia,10.75,107.5
cje,Chru,Threatened ,11000,Southeast Asia,,
scq,Chu-ng,Threatened ,17,Southeast Asia,14.4897,99.1661
"cac, cnm",Chuj,Vulnerable ,38253,"Mexico, Central America, Caribbean",16.1203, -92.0407
ckt,Chukchi,Threatened ,11000,Caucasus;Europe;East Asia,67.0,-173.0
cuw,Chukwa,Critically Endangered ,5,South Asia,27.36, 86.98
clw,Chulym,Severely Endangered ,35,Caucasus;Europe;East Asia,54.3333333333, 89.6666666667
njo-cho,Chungli,Vulnerable ,65275,South Asia,,
cdj,Churahi,At risk ,110552,South Asia,33.1835,76.5747
awc,Cicipu,Vulnerable ,20000,Africa,11, 5.6
cim,Cimbrian,Threatened ,,Europe,45.867,11.4268
cin,Cinta Larga,Endangered ,645,South America,-11.4154,-59.7216
csi,Coast Miwok,Dormant ,0,North America,38.3333333333,-123.0
"mbz, mih, mio, mjc, mtu, mxt, mza, vmj",Coast Mixtec,Vulnerable ,63180,"Mexico, Central America, Caribbean",16.41, -97.84
"zps, zpt, ztp, zao, zam, zpr, zap, ztg, ztl, zpo, zpb",Coatlán Zapotec,Vulnerable ,75000,"Mexico, Central America, Caribbean",16.016316, -96.615030
cod,Cocama-Cocamilla,Critically Endangered ,,South America,-4.000000, -74.000000
coc,Cocopah,Endangered ,300,"North America;Mexico, Central America, Caribbean",32.3333333333,-115.0
coa,Cocos Islands Malay,Threatened ,5000,Australia;Southeast Asia,,
crd,Coeur d'Alene,Critically Endangered ,2,North America,47.337601, -116.887883
con,Cofán,Threatened ,1017,South America,0.166666666667,-77.1666666667
kog,Cogui,Threatened ,9911,South America,11.0,-73.8333333333
csn,Colombian Sign Language,Vulnerable ,,South America,4.583333, -74.066667
col,Columbian,Critically Endangered ,25,North America,48.1764,-119.0523
com,Comanche,Severely Endangered ,100,North America,34.6086,-98.3904
"qwa, qws, qxn, qxo",Conchucos Quechua,Vulnerable ,510500,South America,-9, -77
cnc,Côông,Severely Endangered ,450,Southeast Asia,22.5943,102.7455
mud,Copper Island Aleut,Dormant ,0,Caucasus;Europe;East Asia,54.7753,167.5662
"crn, cok",Cora,Vulnerable ,17086,"Mexico, Central America, Caribbean",22.014361,-104.811402
coe,Coreguaje,Threatened ,2212,South America,1.0,-75.5
cor,Cornish,Awakening ,,Europe,50.3333333333,-5.0
cos,Corsican,At risk ,160000,Europe,42.0819,9.0307
,Cosao,Endangered ,,Southeast Asia;East Asia,21.4515, 102.1121
cro,Crow,Threatened ,3000,North America,45.5963,-107.4613
"cux, cut",Cuicatec,Threatened ,1641,"Mexico, Central America, Caribbean",,
cui,Cuiva,Threatened ,2885,South America,6.5,-70.0
cul,Culina,Threatened ,2854,South America,-6.0,-70.5
cup,Cupeño,Awakening ,,North America,33.1666666667,-116.5
kpc,Curripaco,Vulnerable ,12075,South America,2.5,-68.5
quz,Cuzco Quechua,Vulnerable ,1500000,South America,-13.523176, -71.978731
acy,Cypriot Spoken Arabic,Endangered ,2000,Europe,35.25,33.5
cse,Czech Sign Language,Vulnerable ,12000,Europe,50.01, 14.48
dsh,Daasanach,Vulnerable ,32064,Africa,4.66666666667,36.3333333333
dbq,Daba,Vulnerable ,25000,Africa,10.1666666667,13.75
dbe,Dabe,Endangered ,440,Southeast Asia,-2.05, 139.12
dda,Dadi Dadi,Severely Endangered ,10,Australia,,
dta,Dagur,Endangered ,50000,East Asia,48.0,124.0
dlk,Dahālík,Threatened ,,Africa,,
dal,Dahalo,Endangered ,400,Africa,-2.167909, 40.716019
das,Daho-Doo,Threatened ,4000,Africa,,
drb,Dair,Threatened ,1000,Africa,12.517,30.5914
"crx, caf",Dakelh (Carrier),Severely Endangered ,680,North America,53.5600000, -122.8900000
dkk,Dakka,Threatened ,1500,Southeast Asia,-3.34, 119.23
kuf-dak,Dakkang,Threatened ,1198,Southeast Asia,15.6333, 107.25
dka,Dakpa,Vulnerable ,31000,South Asia,27.3937,91.8965
ngk,Dalabon,Critically Endangered ,5,Australia,-13.673658,133.885725
dlc,Dalecarlian,Threatened ,,Europe,61.2385, 14.0295
dmm,Dama,Critically Endangered ,50,Africa,8.625830, 14.198258
dam,Damakawa,Critically Endangered ,,Africa,11.094861,5.506107
uhn,Damal,Threatened ,4000,Southeast Asia,-4.2054,137.031
dml,Dameli,Vulnerable ,5000,South Asia,35.466, 71.810
dms,Dampelas,Vulnerable ,10300,Southeast Asia,.2005,119.8965
dnu,Danau,Endangered ,,Southeast Asia,21.192,97.3937
bea,Dane-Zaa (Beaver),Severely Endangered ,156,North America,57.1500000, -122.0000000
kkz,Danezāgé' (Kaska),Severely Endangered ,250,North America,59.3000000, -128.6900000
daa,Dangaleat,Vulnerable ,45000,Africa,,
dsl,Danish Sign Language,Threatened ,5000,Europe,55.83, 12.32
daz,Dao,Endangered ,250,Southeast Asia,-3.29, 136.42
dnd,Daonda,Endangered ,135,Pacific,-3.29588294, 141.2018433
dry,Darai,Endangered ,,South Asia,24.0,84.0
drh (retired),Darkhat,Vulnerable ,20400,East Asia,50.171, 98.985
xda,Darkinyung,Awakening ,,Australia,-33.11470744,150.4952383
drd,Darma,Threatened ,2600,South Asia,30.0,79.75
,Daruru,Severely Endangered ,100,Pacific,-15.616242,166.785161
dot,Dass,Threatened ,8830,Africa,,
kwa,Dâw,Endangered ,120,South America,-0.25,-67.0833333333
afn,Defaka,Severely Endangered ,200,Africa,4.58333333333,7.5
mzw,Deg,Vulnerable ,27500,Africa,8.300933, -2.180198
row,Dela-Oenale,Vulnerable ,7000,Southeast Asia,-10.7663218,"123.0741913
"
dem,Dem,Threatened ,1000,Southeast Asia,-3.72, 137.63
dei,Demisa,Endangered ,400,Southeast Asia,-2.7016,136.6699
1at,Demushbo,Dormant ,0,South America,,
tfn,Dena'ina,Severely Endangered ,,North America,63.3422,-148.8647
xsl,Dene K'e (Slavey),Threatened ,,North America,59.4500000, -122.0000000
ptp-den,Dengalu,Endangered ,140,Pacific,-7.0572, 146.3598
dny,Dení,Threatened ,,South America,-6.0,-67.0
anv,Denya,Vulnerable ,11200,Africa,,
der,Deori,Threatened ,28000,South Asia,26.0,90.25
kbv,Dera,Threatened ,1200,Southeast Asia;Pacific,-3.6, 141.0
des,Desano,Endangered ,,South America,0.272789, -69.761979
dee,Dewoin,Threatened ,8100,Africa,,
dhs,Dhaiso,Threatened ,5000,Africa,-5.0745,38.4741
dyn,Dhanggati,Awakening ,,Australia,-30.94350452, 152.1724551
dhg,Dhangu-Djangu,Endangered ,350,Australia,-12.38347818,136.7522892
dhw,Dhanwar,Threatened ,23721,South Asia,26.9661,86.3223
nfa,Dhao,Threatened ,,Southeast Asia,-10.82, 122.67
tbh,Dharawal,Critically Endangered ,4,Australia,-25.68629188,145.6371438
xdk,Dharug,Awakening ,,Australia,-33.52925837,150.3490464
xgm,Dharumbal,Awakening ,,Australia,-23.05169278,150.4004615
dax,Dhay'yi,Critically Endangered ,3,Australia,-13.0255,136.213856
dhi,Dhimal,Endangered ,Approximately20000,South Asia,26.6666666667,87.75
dhx,Dhungaloo,Dormant ,0,Australia,,
dhu,Dhurga,Awakening ,,Australia,-35.54363597, 150.1793725
"duj, djr",Dhuwal,Threatened ,3044,Australia,-12.61979016,135.5309461
"guf, gnn",Dhuwala,Endangered ,321,Australia,-12.19248937, 135.4089344
pah-dia,Diahói,Critically Endangered ,4,South America,-7.9939, -62.1936
